Image_ID,Glomerular_Area_um2,PAS_Area_um2,Mesangial_Index_Percent,Optical_Density
001.jpg,86725.56610664717,271.80423666910144,0.3134072786966435,0.5455000298338201
002.jpg,77554.34623813,81.59240321402481,0.1052067449108474,0.533380424458008
003.jpg,88463.03871439004,149.0869247626004,0.16853018721631233,0.5348425572436049
004.jpg,87716.50840029216,170.63550036523006,0.19453065731542696,0.5040292306541497
005.jpg,92496.27465303139,100.07304601899193,0.10819143408140734,0.5370686152993999
006.jpg,92517.45799853906,621.1102994886777,0.671343887873017,0.5240376758939594
007.jpg,90286.55953250546,97.80861943024102,0.10833131745930293,0.4728609261142015
008.jpg,88153.25054784512,58.21767713659604,0.06604144121151657,0.4792548763256663
009.jpg,87918.26150474796,131.8480642804967,0.14996664176915772,0.536392507102237
010.jpg,92179.03579254929,368.590211833455,0.3998633839726578,0.5076087791784036
011.jpg,89682.76113951787,121.11029948867784,0.1350430093251352,0.4871213669667982
012.jpg,86914.39006574139,49.89043097151204,0.057401807610656067,0.47468192979869817
013.jpg,65367.20233747259,199.92695398100798,0.30585208916979656,0.47271200057360896
014.jpg,83873.4842951059,232.1402483564645,0.2767742991809989,0.49327163334942464
015.jpg,86875.31044558069,169.9050401753104,0.1955734480876936,0.47916893544386835
016.jpg,77723.15558802043,1248.2103725346965,1.6059697564918283,0.5398636691460794
017.jpg,78566.39883126368,316.6544923301679,0.4030406090143495,0.49325324312201224
018.jpg,85377.35573411247,297.5894813732651,0.34855785683974205,0.5514773885355424
019.jpg,79902.84879474067,185.60993425858285,0.23229451397332404,0.5068346400181107
020.jpg,84894.88677867054,25.71219868517165,0.03028709933050023,0.5865665299476163
021.jpg,85663.98831263694,30.31409788166544,0.035387212851953544,0.4901179760572395
022.jpg,66257.1219868517,41.27100073046018,0.062289153969968925,0.47258726402791407
023.jpg,91584.66033601166,72.75383491599706,0.07943888708990472,0.5099077493513021
024.jpg,86856.75675675673,34.25858290723155,0.039442622757804635,0.5399065329990443
025.jpg,93759.89773557338,320.8181154127099,0.34216986490055495,0.5834316360401992
026.jpg,98673.11906501093,278.30533235938634,0.2820477704530901,0.5779005750189684
027.jpg,97603.72534696857,162.74653031409784,0.16674212970412253,0.5454929529974015
028.jpg,97458.21767713656,262.9656683710737,0.26982400729124434,0.637004917582175
029.jpg,93309.34989043094,438.9335281227172,0.4704068012885499,0.5894891977506973
030.jpg,97658.07158509859,296.42074506939366,0.30352918121170824,0.6047197415592059
031.jpg,90184.87947406864,203.72534696859015,0.22589745438110656,0.51547491814411
032.jpg,89396.49379108836,136.23082542001458,0.15238945023769487,0.5508343413352141
033.jpg,90943.4623813002,142.43973703433159,0.15662449317920413,0.5657298042675556
034.jpg,91320.37983929874,430.2410518626734,0.4711336643800553,0.5648907645949405
035.jpg,96173.04601899194,484.00292184075954,0.5032625479546319,0.5920907454968516
036.jpg,94714.02483564643,565.0840029218406,0.596621254246569,0.5665478432986609
037.jpg,94372.24251278302,88.23959094229362,0.09350163627863488,0.5564530907245931
038.jpg,89828.63403944482,79.40102264426586,0.08839166207225185,0.5076153106102537
039.jpg,93959.53250547842,52.227903579254914,0.05558552941524024,0.6177292741674083
040.jpg,92343.3162892622,61.50474799123446,0.06660443924124729,0.60539400973524
041.jpg,92575.96785975162,53.688823959094215,0.05799434259270218,0.5120884568506374
042.jpg,90263.69612856097,40.3944485025566,0.04475160029456749,0.6576935212739651
043.jpg,91694.52154857558,392.9145361577793,0.42850382936959996,0.5500809982529945
044.jpg,96194.37545653759,316.9466764061358,0.32948566369074067,0.5549168486595507
045.jpg,92586.1212563915,567.2753834915995,0.6127002360544819,0.6041505759211291
046.jpg,91921.84075967857,535.5734112490868,0.5826399980928315,0.576353624787729
047.jpg,95086.1212563915,620.3067932797661,0.6523631262728263,0.5836731588200004
048.jpg,94627.39225712196,1025.5661066471873,1.0837941130835718,0.5983754058008528
049.jpg,92525.78524470414,372.02337472607735,0.40207534985213295,0.5410442377870956
050.jpg,95203.06793279764,702.0452885317749,0.7374187657768946,0.5613717492448761
