Accession,Description,MW_kDa,NormPSM_1,NormPSM_2,NormPSM_3,Mean,SD,SEM,Functional_Category
A0A0D3EHZ6,glutamate synthase (ferredoxin) OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,176.3,73.66828177413343,62.40538720538721,61.64772889078741,65.90713262343603,6.732019654973458,3.886733359988778,Other
A0A0D3EHV5,40S ribosomal protein S17 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,15.6,0.0,1.9501683501683502,0.0,0.6500561167227834,1.1259302219347853,0.6500561167227834,Protein Synthesis
A0A0D3EHV1,aspartyl aminopeptidase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,56.8,0.0,2.9252525252525254,2.680336038729888,1.8685295213274713,1.6228209853205773,0.9369361327214091,Other
A0A0D3EHD9,thioredoxin-dependent peroxiredoxin OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,37.3,17.54006708907939,14.626262626262626,10.721344154919551,14.295891290087189,3.4213454265879233,1.9753147030312326,Antioxidant
A0A0D3EHD4,Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,26.4,4.677351223754504,2.9252525252525254,3.573781384973184,3.7254617113267376,0.8858429055849135,0.5114416399991701,Other
A0A0D3EGT2,ATP synthase subunit beta OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,59.6,46.773512237545035,39.97845117845118,43.778821965921495,43.510261793972575,3.4054819223821093,1.9661559046077153,Other
A0A0D3EGQ6,Protein EXORDIUM-like 2 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,31.1,0.0,3.9003367003367004,3.573781384973184,2.4913726951032946,2.16376131376077,1.2492481769618788,Other
A0A0D3EGD3,Peptidase A1 domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,50.8,15.201391477202138,9.75084175084175,6.254117423703072,10.402116883915653,4.509051754119121,2.6033022440306293,Other
A0A0D3EEW1,Small ribosomal subunit protein uS14c OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,54.9,12.862715865324887,10.725925925925926,13.40168019364944,12.330107328300086,1.415156922603965,0.8170412302109616,Protein Synthesis
A0A0D3EEL1,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,82.6,33.910796372220155,33.152861952861954,33.95092315724524,33.67152716077579,0.4496251084451738,0.2595911773952358,Other
A0A0D3EEJ0,Glutamate dehydrogenase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,44.6,19.878742700956643,8.775757575757575,5.360672077459776,11.338390784724664,7.590712112838057,4.382499681688006,Other
A0A0D3EE37,Glucose-1-phosphate adenylyltransferase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,56.9,0.0,8.775757575757575,0.0,2.925252525252525,5.066685998706534,2.9252525252525254,Other
A0A0D3EDU6,40S ribosomal protein S8 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,25.3,0.0,15.601346801346802,10.721344154919551,8.774230318755452,7.980848621682394,4.607745100089985,Protein Synthesis
A0A0D3EDR5,Germin-like protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,21.9,22.217418312833892,19.5016835016835,16.082016232379328,19.26703934896557,3.0744240242710643,1.7750195380159517,Other
A0A0D3EDD7,Ribosomal protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,24.5,0.0,3.9003367003367004,7.147562769946368,3.682633156761023,3.578751110687205,2.06619291711793,Protein Synthesis
A0A0D3ECW9,Uncharacterized protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,23.8,3.508013417815878,4.875420875420875,3.573781384973184,3.9857385594033126,0.771188902897197,0.44524612068374886,Other
A0A0D3ECD8,40S ribosomal protein S4 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,29.7,11.693378059386259,19.5016835016835,21.442688309839102,17.545916623636288,5.160526199027201,2.9794311901684707,Protein Synthesis
A0A0D3ECA8,"glucan endo-1,3-beta-D-glucosidase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",52.6,11.693378059386259,8.775757575757575,8.041008116189664,9.5033812504445,1.9318459331595652,1.1153517695425588,Other
